"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2002","Julio Santana","Tigers","3","5","0","38","0","57.0","6.00","4.42","1.26",".252","88.5 %","42.9 %","11.9 %","2.84","5.03","4.84","-0.4","496"
"2004","Chad Durbin","- - -","6","7","0","24","8","60.2","7.12","5.19","1.63",".318","64.2 %","34.8 %","14.1 %","6.97","5.80","5.27","-0.4","1442"
"2000","Matt Karchner","Cubs","1","1","0","13","0","14.2","3.07","6.75","1.84",".286","73.6 %"," "," ","6.14","7.36"," ","-0.4","1006697"
"2009","Bob McCrory","Orioles","0","0","0","7","0","7.1","4.91","12.27","3.68",".438","35.1 %","57.1 %","33.3 %","17.18","11.42","7.71","-0.4","5924"
"2001","Scott Winchester","Reds","0","2","0","12","1","24.0","3.38","1.50","2.63",".268","64.9 %"," "," ","4.50","6.97"," ","-0.4","1014120"
"2001","Brandon Knight","Yankees","0","0","0","4","0","10.2","5.91","2.53","4.22",".351","64.3 %"," "," ","10.13","8.67"," ","-0.4","831"
"2007","Jeff Karstens","Yankees","1","4","0","7","3","14.2","3.07","5.52","2.45",".371","49.3 %","27.4 %","12.5 %","11.05","7.94","7.14","-0.4","5879"
"2002","Dave Williams","Pirates","2","5","0","9","9","43.1","6.85","4.98","1.87",".232","74.9 %","43.4 %","19.6 %","4.98","6.08","4.85","-0.4","1013"
"2009","Justin Miller","Giants","3","3","0","44","0","56.2","5.72","4.29","1.11",".242","84.4 %","41.3 %","9.9 %","3.18","4.91","4.95","-0.4","1313"
"2000","Ricky Bottalico","Royals","9","6","16","62","0","72.2","6.94","5.08","1.49",".255","74.6 %"," "," ","4.83","5.51"," ","-0.4","948"
"2008","Manny Acosta","Braves","3","5","3","46","0","53.0","5.26","4.42","1.19",".255","76.7 %","53.4 %","15.6 %","3.57","5.21","4.61","-0.4","8725"
"2006","Jae Kuk Ryu","Cubs","0","1","0","10","1","15.0","10.20","3.60","4.20",".356","80.2 %","36.7 %","30.4 %","8.40","8.55","4.64","-0.4","8228"
"2000","Scott Forster","Expos","0","1","0","42","0","32.0","6.47","7.03","1.41",".232","50.0 %"," "," ","7.88","6.26"," ","-0.4","1004235"
"2003","Pedro Borbon","Cardinals","0","1","0","7","0","4.0","0.00","4.50","4.50",".522","56.3 %","37.5 %","40.0 %","20.25","11.78","7.10","-0.4","1289"
"2000","John Johnstone","Giants","3","4","0","47","0","50.0","6.66","2.34","1.98",".333","69.2 %"," "," ","6.30","5.41"," ","-0.4","1006475"
"2007","Wil Ledezma","- - -","3","3","0","44","1","59.1","7.13","5.76","1.06",".335","67.2 %","39.2 %","9.1 %","5.61","5.11","5.20","-0.4","1669"
"2004","Nick Bierbrodt","Rangers","1","1","0","4","4","17.0","5.29","10.06","2.12",".217","81.6 %","41.7 %","20.0 %","5.82","8.64","7.25","-0.4","1194"
"2000","Billy Wagner","Astros","2","4","6","28","0","27.2","9.11","5.86","1.95",".289","72.5 %"," "," ","6.18","5.99"," ","-0.4","578"
"2007","Shawn Camp","Devil Rays","0","3","0","50","0","40.0","8.10","4.05","1.58",".418","68.7 %","57.1 %","24.1 %","7.20","5.29","3.92","-0.4","1855"
"2006","Steve Karsay","Athletics","1","0","0","9","0","9.1","4.82","2.89","3.86",".300","96.5 %","42.4 %","50.0 %","5.79","8.93","4.57","-0.4","829"
"2006","David Weathers","Reds","4","4","12","67","0","73.2","6.11","4.15","1.47",".227","82.3 %","44.5 %","14.3 %","3.54","5.37","4.86","-0.4","902"
"2005","Chad Gaudin","Blue Jays","1","3","0","5","3","13.0","8.31","4.15","4.15",".510","64.2 %","40.0 %","35.3 %","13.15","8.79","4.59","-0.4","1783"
"2009","Braden Looper","Brewers","14","7","0","34","34","194.2","4.62","2.96","1.80",".284","71.6 %","46.4 %","15.8 %","5.22","5.74","4.80","-0.4","526"
"2005","J.C. Romero","Twins","4","3","0","68","0","57.0","7.58","6.16","0.95",".267","79.7 %","55.2 %","12.0 %","3.47","5.07","4.91","-0.4","754"
"2005","Jose Lima","Royals","5","16","0","32","32","168.2","4.27","3.25","1.65",".314","60.7 %","36.2 %","12.4 %","6.99","5.71","5.36","-0.4","475"
"2001","Justin Atchley","Reds","0","0","0","15","0","10.1","6.97","4.35","3.48",".267","88.7 %"," "," ","6.10","8.27"," ","-0.4","1000346"
"2005","Randy Messenger","Marlins","0","0","0","29","0","37.0","7.05","7.30","1.22",".298","75.8 %","48.3 %","11.9 %","5.35","5.64","5.45","-0.4","2658"
"2003","Alex Herrera","Indians","0","0","0","10","0","7.0","7.71","10.29","3.86",".211","74.1 %","18.2 %","18.8 %","9.00","10.32","8.08","-0.4","1505"
"2006","Kevin Gryboski","Nationals","0","0","0","6","0","5.2","6.35","3.18","4.76",".440","46.9 %","38.5 %","37.5 %","14.29","10.21","5.31","-0.4","91"
"2001","Luther Hackman","Cardinals","1","2","1","35","0","35.2","6.06","3.53","1.77",".206","76.0 %"," "," ","4.29","5.60"," ","-0.4","1155"
"2007","Edwar Ramirez","Yankees","1","1","1","21","0","21.0","13.29","6.00","2.57",".367","67.5 %","34.6 %","19.4 %","8.14","6.43","4.57","-0.4","4830"
"2007","Dan Giese","Giants","0","2","0","8","0","9.1","6.75","1.93","3.86",".167","100.0 %","50.0 %","44.4 %","4.82","7.95","3.59","-0.4","2656"
"2001","Manny Aybar","Cubs","2","1","0","17","1","22.2","6.35","6.75","1.99",".315","70.0 %"," "," ","6.35","7.02"," ","-0.4","1107"
"2002","Terry Mulholland","- - -","3","2","0","37","3","79.0","4.33","2.39","1.71",".310","67.3 %","44.7 %","16.5 %","5.70","5.49","4.62","-0.4","665"
"2000","Allen Watson","Yankees","0","0","0","17","0","22.0","8.18","7.36","2.45",".348","60.1 %"," "," ","10.23","7.59"," ","-0.4","1013675"
"2002","Andrew Lorraine","Brewers","0","1","0","5","1","12.0","7.50","4.50","5.25",".357","55.0 %","29.2 %","36.8 %","11.25","10.38","4.99","-0.4","1583"
"2008","Tom Glavine","Braves","2","4","0","13","13","63.1","5.26","5.26","1.56",".287","72.5 %","47.4 %","18.0 %","5.54","6.02","5.03","-0.4","90"
"2000","Kevin Hodges","Mariners","0","0","0","13","0","17.1","3.63","6.23","2.08",".292","83.3 %"," "," ","5.19","7.75"," ","-0.4","1005885"
"2007","Marty McLeary","Pirates","0","0","0","4","0","7.2","5.87","2.35","4.70",".217","55.6 %","29.6 %","25.0 %","8.22","9.50","5.34","-0.4","2022"
"2008","Joel Zumaya","Tigers","0","2","1","21","0","23.1","8.49","8.49","1.16",".313","79.0 %","40.0 %","10.7 %","3.47","5.75","5.66","-0.4","4699"
"2003","Matt Anderson","Tigers","0","1","3","23","0","23.1","5.01","3.47","1.93",".260","64.3 %","43.6 %","17.9 %","5.40","5.99","4.95","-0.4","459"
"2000","Ken Hill","- - -","5","8","0","18","17","81.2","5.51","6.50","1.76",".335","69.4 %"," "," ","7.16","6.70"," ","-0.4","1005827"
"2009","Alfredo Simon","Orioles","0","1","0","2","2","6.1","4.26","2.84","7.11",".167","100.0 %","21.7 %","35.7 %","9.95","13.36","6.00","-0.4","2155"
"2000","Mark Clark","Rangers","3","5","0","12","8","44.0","3.27","4.91","2.05",".335","64.6 %"," "," ","7.98","7.20"," ","-0.4","1002296"
"2001","Brian Rose","- - -","0","3","0","10","3","29.0","4.66","4.34","2.17",".333","68.6 %"," "," ","7.45","6.60"," ","-0.4","1011201"
"2006","Andy Sisco","Royals","1","3","1","65","0","58.1","8.02","6.17","1.23",".328","62.6 %","39.2 %","10.1 %","7.10","5.26","5.38","-0.4","3706"
"2000","Dan Murray","Royals","0","0","0","10","0","19.1","7.45","4.66","3.26",".250","99.1 %"," "," ","4.66","7.89"," ","-0.4","1009384"
"2005","Russ Ortiz","Diamondbacks","5","11","0","22","22","115.0","3.60","5.09","1.41",".309","65.0 %","36.5 %","11.4 %","6.89","6.05","5.92","-0.4","1124"
"2006","Tim Hamulack","Dodgers","0","3","0","33","0","34.0","9.00","5.82","1.85",".302","63.8 %","48.0 %","21.9 %","6.35","5.94","4.59","-0.4","1900"
"2008","Jake Woods","Mariners","0","0","0","15","0","19.0","4.26","5.21","2.37",".279","77.8 %","27.3 %","14.3 %","6.16","7.50","6.51","-0.4","2196"
"2008","Scott Schoeneweis","Mets","2","6","1","73","0","56.2","5.40","3.65","1.11",".274","81.7 %","49.7 %","12.7 %","3.34","4.97","4.64","-0.4","33"
"2002","Jack Cressend","Twins","0","1","0","23","0","32.0","6.19","5.34","1.69",".321","67.8 %","34.2 %","14.3 %","5.91","5.90","5.28","-0.4","723"
"2000","Francisco Cordero","Rangers","1","2","0","56","0","77.1","5.70","5.59","1.28",".300","71.2 %"," "," ","5.35","5.73"," ","-0.4","1243"
"2000","T.J. Tucker","Expos","0","1","0","2","2","7.0","2.57","3.86","6.43",".240","71.4 %"," "," ","11.57","13.13"," ","-0.4","800"
"2007","Jo-Jo Reyes","Braves","2","2","0","11","10","50.2","4.80","5.33","1.60",".282","64.0 %","44.8 %","13.6 %","6.22","6.32","5.64","-0.4","5559"
"2005","Matt Anderson","Rockies","0","0","0","12","0","10.0","3.60","9.90","2.70",".381","54.0 %","34.9 %","18.8 %","12.60","10.02","8.33","-0.4","459"
"2004","Jeff Bennett","Brewers","1","5","0","60","0","71.1","5.68","3.28","1.51",".286","70.6 %","44.1 %","13.6 %","4.79","5.15","4.72","-0.4","1903"
"2009","Ron Mahay","- - -","2","1","0","57","0","50.1","7.51","3.93","1.79",".323","79.7 %","40.1 %","14.1 %","4.29","5.56","4.83","-0.4","290"
"2007","Scott Feldman","Rangers","1","2","0","29","0","39.0","4.38","7.38","0.69",".304","70.9 %","58.8 %","8.6 %","5.77","5.96","6.08","-0.4","6283"
"2008","Brandon Backe","Astros","9","14","0","31","31","166.2","6.86","4.16","1.94",".324","72.7 %","37.9 %","16.1 %","6.05","5.87","4.83","-0.4","1529"
"2004","Jason Szuminski","Padres","0","0","0","7","0","10.0","4.50","9.90","2.70",".250","76.9 %","47.2 %","27.3 %","7.20","9.85","7.51","-0.4","1881"
"2007","Mark Mulder","Cardinals","0","3","0","3","3","11.0","2.45","5.73","3.27",".409","53.3 %","34.0 %","18.2 %","12.27","9.60","7.38","-0.4","932"
"2007","Kei Igawa","Yankees","2","3","0","14","12","67.2","7.05","4.92","2.00",".299","71.9 %","29.8 %","13.6 %","6.25","6.37","5.53","-0.4","7794"
"2009","Jensen Lewis","Indians","2","4","1","47","0","66.1","8.41","3.93","1.76",".274","74.9 %","36.8 %","14.8 %","4.61","5.18","4.37","-0.4","3384"
"2007","Jose Capellan","- - -","0","3","0","17","0","26.0","6.92","3.12","2.42",".269","67.4 %","35.3 %","17.9 %","5.54","6.35","4.74","-0.4","2236"
"2003","Clay Condrey","Padres","1","2","0","9","6","34.0","6.62","5.56","1.85",".321","61.2 %","53.9 %","20.6 %","8.47","6.35","5.14","-0.4","1579"
"2000","Frank Rodriguez","Mariners","2","1","0","23","0","47.1","3.61","4.18","1.52",".315","69.2 %"," "," ","6.27","5.92"," ","-0.4","1011106"
"2002","Jorge Sosa","Devil Rays","2","7","0","31","14","99.1","4.35","4.89","1.45",".229","66.6 %","32.4 %","10.3 %","5.53","5.78","5.85","-0.4","1228"
"2003","Sean Lowe","Royals","1","1","0","28","0","44.2","5.64","4.23","1.41",".320","67.5 %","46.1 %","15.2 %","6.25","5.36","4.82","-0.4","994"
"2007","Charlie Haeger","White Sox","0","1","0","8","0","11.1","0.79","6.35","2.38",".304","68.8 %","37.5 %","16.7 %","7.15","8.89","7.44","-0.4","3545"
"2007","Andy Cavazos","Cardinals","0","0","0","17","0","20.0","6.75","7.20","2.25",".333","47.4 %","37.7 %","19.2 %","10.35","7.69","6.07","-0.4","2668"
"2006","Tim Byrdak","Orioles","1","0","0","16","0","7.0","2.57","10.29","2.57",".400","62.5 %","51.6 %","28.6 %","12.86","9.72","7.41","-0.4","1995"
"2008","Ryan Tucker","Marlins","2","3","0","13","6","37.0","6.81","5.59","1.95",".325","61.9 %","43.5 %","16.7 %","8.27","6.46","5.36","-0.4","1062"
"2003","Jorge Julio","Orioles","0","7","36","64","0","61.2","7.59","4.96","1.46",".286","73.2 %","43.1 %","14.7 %","4.38","5.20","4.70","-0.4","148"
"2008","David Riske","Brewers","1","2","2","45","0","42.1","5.74","5.31","1.28",".304","73.9 %","28.8 %","10.3 %","5.31","5.47","5.43","-0.4","402"
"2008","Rocky Cherry","Orioles","0","3","1","18","0","17.0","7.94","8.47","1.59",".240","61.2 %","44.2 %","15.0 %","6.35","6.66","5.92","-0.4","5188"
"2003","Denny Neagle","Rockies","2","4","0","7","7","35.1","5.35","3.06","3.06",".304","67.1 %","32.3 %","24.5 %","7.90","7.36","4.97","-0.4","441"
"2004","Todd Ritchie","Devil Rays","0","2","0","4","2","8.0","4.50","6.75","4.50",".296","74.6 %","38.7 %","28.6 %","9.00","11.17","7.16","-0.4","253"
"2000","Kane Davis","- - -","0","3","0","8","2","15.0","2.40","7.80","2.40",".371","49.5 %"," "," ","12.60","9.07"," ","-0.4","872"
"2003","Pedro Astacio","Mets","3","2","0","7","7","36.2","4.91","4.42","1.96",".312","66.9 %","33.6 %","15.1 %","7.36","6.49","5.77","-0.4","862"
"2004","Juan Padilla","- - -","1","0","0","18","0","25.2","5.96","4.21","2.45",".368","71.1 %","35.5 %","17.9 %","7.71","6.79","5.40","-0.4","2532"
"2004","Craig Dingman","Tigers","2","2","0","24","0","29.1","4.91","6.75","0.92",".313","67.5 %","40.8 %","7.7 %","6.75","5.95","6.51","-0.4","318"
"2000","Jim Poole","- - -","1","0","0","23","0","10.2","6.75","3.38","4.22",".400","63.2 %"," "," ","10.97","9.13"," ","-0.4","1010435"
"2009","Brian Wolfe","Blue Jays","2","2","0","14","0","15.1","6.46","4.11","2.93",".377","69.2 %","48.2 %","31.3 %","8.22","7.47","4.60","-0.4","8515"
"2007","Scott Schoeneweis","Mets","0","2","2","70","0","59.0","6.25","4.27","1.22",".292","69.7 %","51.3 %","14.3 %","5.03","5.19","4.62","-0.4","33"
"2003","Billy Koch","White Sox","5","5","11","55","0","53.0","7.13","4.75","1.70",".301","70.3 %","40.4 %","15.6 %","5.77","5.54","4.85","-0.4","924"
"2006","Felix Rodriguez","Nationals","1","1","0","31","0","29.1","4.60","4.91","1.53",".273","60.0 %","35.6 %","12.2 %","7.67","6.39","6.14","-0.4","1127"
"2002","Al Levine","Angels","4","4","5","52","0","63.2","5.65","4.81","1.13",".262","72.3 %","44.4 %","11.8 %","4.24","5.04","4.88","-0.4","20"
"2008","Joe Borowski","Indians","1","3","6","18","0","16.2","4.86","4.32","2.16",".328","68.2 %","23.4 %","12.5 %","7.56","6.61","6.02","-0.4","267"
"2002","Josh Towers","Orioles","0","3","0","5","3","27.1","4.28","1.65","3.62",".326","72.8 %","32.7 %","27.5 %","7.90","7.79","4.59","-0.4","1489"
"2002","Brian Cooper","Blue Jays","0","1","0","2","2","8.1","3.24","4.32","5.40",".310","45.5 %","42.4 %","38.5 %","14.04","11.48","5.84","-0.4","1295"
"2008","Mike Timlin","Red Sox","4","4","1","47","0","49.1","5.84","3.65","1.64",".309","71.6 %","43.8 %","14.1 %","5.66","5.48","4.82","-0.4","1187"
"2004","Jason Simontacchi","Cardinals","0","0","0","13","0","15.1","1.76","4.11","2.93",".235","83.3 %","44.4 %","23.8 %","5.28","8.46","6.17","-0.4","1181"
"2003","Ben Howard","Padres","1","3","0","6","6","34.2","6.23","3.89","2.60",".212","90.6 %","37.7 %","23.3 %","3.63","6.69","4.75","-0.4","1452"
"2000","Steve Montgomery","Padres","0","2","0","7","0","5.2","4.76","6.35","4.76",".176","69.0 %"," "," ","7.94","11.08"," ","-0.4","1009074"
"2000","Matt Williams","Brewers","0","0","0","11","0","9.0","7.00","13.00","2.00",".217","76.9 %"," "," ","7.00","9.13"," ","-0.4","1014023"
"2009","Buddy Carlyle","Braves","0","1","0","16","0","21.1","5.06","5.06","2.11",".385","60.0 %","35.8 %","15.2 %","8.86","6.71","5.69","-0.4","2010"
"2007","Chase Wright","Yankees","2","0","0","3","2","10.0","7.20","5.40","4.50",".250","92.3 %","36.4 %","29.4 %","7.20","10.54","6.17","-0.4","3593"
"2009","Justin Lehr","Reds","5","3","0","11","11","65.1","4.55","3.86","1.93",".279","76.7 %","39.7 %","15.9 %","5.37","6.30","5.28","-0.4","2163"
"2006","Gustavo Chacin","Blue Jays","9","4","0","17","17","87.1","4.84","3.92","1.96",".259","77.3 %","35.0 %","15.3 %","5.05","6.41","5.58","-0.4","2060"
"2004","Amaury Telemaco","Phillies","0","2","0","42","0","54.1","5.30","3.15","1.99",".241","80.8 %","41.0 %","15.4 %","4.31","5.79","4.96","-0.4","1802"
"2004","Jack Cressend","Indians","0","1","0","11","0","15.2","4.60","5.74","2.30",".321","79.6 %","37.3 %","15.4 %","6.32","7.26","6.30","-0.4","723"
"2009","Mike Hinckley","Nationals","0","0","0","14","0","9.2","2.79","10.24","0.93",".250","80.7 %","42.9 %","11.1 %","4.66","7.55","7.42","-0.4","3769"
"2003","Scott Elarton","Rockies","4","4","0","11","10","51.2","3.48","3.48","2.26",".306","64.7 %","37.7 %","16.5 %","6.27","6.92","5.88","-0.4","426"
"2009","Doug Brocail","Astros","1","0","0","20","0","17.2","4.58","6.62","2.04",".293","88.0 %","48.3 %","17.4 %","4.58","7.23","6.00","-0.4","551"
"2009","Roy Corcoran","Mariners","2","0","0","16","0","19.0","2.84","8.05","0.95",".354","74.6 %","62.1 %","18.2 %","6.16","6.68","6.07","-0.4","1780"
"2000","Derrick Turnbow","Angels","0","0","0","24","1","38.0","5.92","8.53","1.66",".261","82.6 %"," "," ","4.74","7.21"," ","-0.4","1694"
"2003","Ricky Stone","Astros","6","4","1","65","0","83.0","5.10","3.36","1.19",".255","78.9 %","56.6 %","16.4 %","3.69","4.96","4.41","-0.4","576"
"2005","Travis Hughes","Nationals","1","1","0","14","0","13.0","5.54","5.54","2.77",".326","88.8 %","50.0 %","26.7 %","5.54","7.87","5.46","-0.4","2045"
"2007","Fernando Cabrera","- - -","1","2","1","33","0","43.2","9.89","6.39","1.85",".345","65.8 %","31.3 %","15.0 %","7.21","5.85","4.89","-0.4","2105"
"2009","Geoff Geary","Astros","1","3","0","16","0","20.0","5.40","4.50","1.80",".371","62.2 %","38.0 %","13.8 %","8.10","6.15","5.45","-0.4","1813"
"2004","Ben Weber","Angels","0","2","0","18","0","22.1","4.43","6.04","1.61",".379","60.3 %","54.9 %","21.1 %","8.06","6.41","5.29","-0.4","41"
"2003","Armando Almanza","Marlins","4","5","0","51","0","50.1","8.76","4.47","1.79",".340","68.1 %","36.0 %","18.5 %","6.08","5.28","4.26","-0.4","507"
"2004","Brian Reith","Reds","2","2","0","22","0","26.0","8.31","6.58","1.73",".325","68.9 %","36.7 %","18.5 %","7.27","6.24","5.22","-0.4","347"
"2001","Mike Fetters","- - -","3","2","9","54","0","47.1","7.04","4.94","1.33",".282","67.9 %"," "," ","5.51","5.31"," ","-0.4","988"
"2009","Wesley Wright","Astros","3","4","0","49","0","44.2","9.47","5.04","1.81",".358","78.0 %","42.7 %","20.0 %","5.44","5.29","3.99","-0.4","5960"
"2005","Rheal Cormier","Phillies","4","2","0","57","0","47.1","6.46","3.04","1.71",".313","66.8 %","50.0 %","23.7 %","5.89","5.20","3.83","-0.4","952"
"2008","Brian Bass","- - -","4","4","1","49","4","89.1","4.53","3.12","1.21",".292","67.4 %","57.5 %","15.6 %","4.84","5.08","4.47","-0.4","2219"
"2002","Josias Manzanillo","Pirates","0","0","0","13","0","13.0","2.77","3.46","3.46",".326","79.0 %","27.5 %","22.7 %","7.62","8.73","6.07","-0.4","996"
"2002","Jesus Sanchez","Cubs","0","0","0","8","0","8.1","6.48","10.80","4.32",".367","68.6 %","26.5 %","25.0 %","12.96","11.72","8.14","-0.4","1476"
"2001","Marc Valdes","Braves","1","0","0","9","0","7.0","3.86","1.29","5.14",".150","83.3 %"," "," ","7.71","10.05"," ","-0.4","1013313"
"2009","Brian Bass","Orioles","5","3","0","48","0","86.1","5.63","4.59","1.15",".332","73.8 %","61.4 %","16.2 %","4.90","5.21","4.58","-0.4","2219"
"2001","Bob Wells","Twins","8","5","2","65","0","68.2","6.42","2.36","1.57",".286","73.3 %"," "," ","5.11","5.12"," ","-0.4","760"
"2003","Jayson Durocher","Brewers","2","0","0","6","0","7.1","8.59","2.45","4.91",".263","46.9 %","31.8 %","33.3 %","11.05","9.44","4.74","-0.4","1497"
"2005","Terry Adams","Phillies","0","2","0","16","0","13.1","2.70","6.75","2.03",".393","57.5 %","51.7 %","18.8 %","12.83","8.50","7.23","-0.4","946"
"2001","Travis Harper","Devil Rays","0","2","0","2","2","7.0","2.57","3.86","6.43",".385","63.6 %"," "," ","7.71","13.05"," ","-0.4","1211"
"2009","John Koronka","Marlins","0","2","0","2","2","7.1","4.91","8.59","4.91",".269","56.5 %","33.3 %","30.8 %","11.05","11.96","7.20","-0.4","2130"
"2006","Jason Marquis","Cardinals","14","16","0","33","33","194.1","4.45","3.47","1.62",".287","66.9 %","42.9 %","13.1 %","6.02","5.90","5.50","-0.4","105"
"2003","Pete Munro","Astros","3","4","0","40","2","54.0","4.50","4.33","1.17",".304","76.0 %","55.1 %","14.9 %","4.67","5.44","5.02","-0.4","1546"
"2008","Tim Byrdak","Astros","2","1","0","59","0","55.1","7.64","4.72","1.63",".235","83.9 %","42.6 %","16.7 %","3.90","5.46","4.54","-0.4","1995"
"2005","Franklyn German","Tigers","4","0","1","58","0","59.0","5.80","5.19","1.07",".304","82.8 %","47.6 %","10.4 %","3.66","5.36","5.38","-0.4","1603"
"2003","Willis Roberts","Orioles","3","1","0","26","0","39.1","5.95","3.66","1.60",".288","70.1 %","48.8 %","17.9 %","5.72","5.78","4.91","-0.4","167"
"2005","Ricky Stone","Reds","0","0","0","23","0","30.2","4.40","2.05","2.35",".360","72.1 %","42.0 %","18.2 %","6.75","6.31","4.90","-0.4","576"
"2009","Joe Nelson","Rays","3","0","3","42","0","40.1","8.03","6.02","1.56",".225","75.7 %","32.2 %","12.1 %","4.02","5.65","5.28","-0.5","108"
"2005","Joe Valentine","Reds","0","1","0","16","0","14.1","5.65","6.91","2.51",".280","63.0 %","37.7 %","16.7 %","8.16","8.11","6.79","-0.5","1810"
"2006","R.A. Dickey","Rangers","0","1","0","1","1","3.1","2.70","2.70","16.20",".200","100.0 %","25.0 %","60.0 %","18.90","26.85","7.67","-0.5","1245"
"2000","Craig House","Rockies","1","1","0","16","0","13.2","5.27","11.20","1.98",".256","75.5 %"," "," ","7.24","8.99"," ","-0.5","1006055"
"2003","J.C. Romero","Twins","2","0","0","73","0","63.0","7.14","6.00","1.00",".311","73.9 %","47.3 %","13.2 %","5.00","5.17","4.96","-0.5","754"
"2005","Kevin Correia","Giants","2","5","0","16","11","58.1","6.79","4.78","1.85",".283","82.1 %","36.7 %","17.1 %","4.63","5.99","4.97","-0.5","1767"
"2002","Ron Mahay","Cubs","2","0","0","11","0","14.2","8.59","4.91","3.68",".189","55.6 %","34.9 %","25.0 %","8.59","8.01","4.96","-0.5","290"
"2009","Brett Myers","Phillies","4","3","0","18","10","70.2","6.37","2.93","2.29",".268","83.1 %","47.1 %","23.4 %","4.84","6.14","4.26","-0.5","962"
"2009","Will Ohman","Dodgers","1","0","1","21","0","12.1","5.11","5.84","2.92",".229","83.3 %","26.3 %","23.5 %","5.84","8.12","5.72","-0.5","296"
"2006","Jeremy Affeldt","- - -","8","8","1","54","9","97.1","4.44","5.09","1.20",".270","60.4 %","49.7 %","11.6 %","6.20","5.65","5.54","-0.5","583"
"2000","Brad Rigby","- - -","0","0","2","10","0","13.2","3.29","5.27","3.95",".368","55.9 %"," "," ","11.85","10.30"," ","-0.5","1010954"
"2004","Brandon Duckworth","Astros","1","2","0","19","6","39.1","5.26","2.97","2.52",".331","72.2 %","40.3 %","21.2 %","6.86","6.51","4.75","-0.5","954"
"2000","Dwight Gooden","- - -","6","5","2","27","14","105.0","4.71","3.77","1.97",".281","76.2 %"," "," ","4.71","6.28"," ","-0.5","1004852"
"2008","Marino Salas","Pirates","1","0","0","13","0","17.0","4.76","7.41","2.12",".356","70.6 %","37.7 %","17.4 %","8.47","7.96","6.68","-0.5","2432"
"2006","Joe Mays","- - -","0","5","0","13","10","50.2","4.44","4.62","1.95",".356","54.2 %","46.7 %","16.9 %","8.70","6.52","5.50","-0.5","740"
"2005","Matt Herges","- - -","1","1","0","28","0","29.0","2.79","3.72","1.86",".279","63.1 %","39.1 %","14.0 %","7.14","6.43","5.79","-0.5","780"
"2003","Reynaldo Garcia","Rangers","0","0","0","17","0","18.0","7.50","7.00","3.00",".260","63.9 %","30.9 %","26.1 %","9.00","8.36","5.90","-0.5","1557"
"2007","Jose Mesa","- - -","2","3","1","56","0","50.2","5.15","4.44","1.60",".268","47.5 %","45.6 %","13.2 %","7.11","6.00","5.38","-0.5","961"
"2001","Ramon Martinez","Pirates","0","2","0","4","4","15.2","5.17","9.19","2.30",".261","66.9 %"," "," ","8.62","8.67"," ","-0.5","1008193"
"2007","Scott Proctor","- - -","5","5","0","83","0","86.1","6.67","4.59","1.25",".258","78.2 %","28.2 %","8.3 %","3.65","5.30","5.60","-0.5","1911"
"2004","Aaron Small","Marlins","0","0","0","7","0","16.1","4.41","3.86","2.76",".328","66.7 %","24.6 %","14.7 %","8.27","7.33","6.31","-0.5","1477"
"2002","Mike Morgan","Diamondbacks","1","1","0","29","0","34.0","3.44","2.38","1.85",".274","71.8 %","47.7 %","17.9 %","5.29","5.93","4.84","-0.5","67"
"2007","Julio DePaula","Twins","0","1","0","16","0","20.0","3.60","4.50","2.25",".342","63.9 %","54.5 %","22.7 %","8.55","7.64","5.77","-0.5","2786"
"2007","Esteban Loaiza","- - -","2","4","0","7","7","37.1","4.82","4.82","2.41",".230","76.7 %","21.0 %","16.7 %","5.79","7.34","5.87","-0.5","1310"
"2007","Kyle Snyder","Red Sox","2","3","0","46","0","54.1","6.79","5.30","1.16",".244","73.8 %","37.1 %","9.2 %","3.81","5.50","5.58","-0.5","1689"
"2007","Phil Dumatrait","Reds","0","4","0","6","6","18.0","4.50","6.00","3.00",".434","50.5 %","35.4 %","18.2 %","15.00","8.74","6.71","-0.5","8598"
"2001","Brett Tomko","Mariners","3","1","0","11","4","34.2","5.71","3.89","2.34",".280","74.3 %"," "," ","5.19","6.45"," ","-0.5","1056"
"2004","Hideo Nomo","Dodgers","4","11","0","18","18","84.0","5.79","4.50","2.04",".314","59.5 %","26.7 %","14.8 %","8.25","6.35","5.57","-0.5","666"
"2007","Chad Orvella","Devil Rays","0","2","0","10","0","8.0","6.75","11.25","3.38",".417","52.4 %","44.7 %","20.0 %","14.63","10.74","8.22","-0.5","5952"
"2004","Francis Beltran","- - -","2","2","1","45","0","49.1","8.76","4.93","2.01",".271","74.3 %","49.3 %","20.8 %","5.47","5.77","4.39","-0.5","1530"
"2003","Aaron Heilman","Mets","2","7","0","14","13","65.1","7.03","5.65","1.79",".319","66.8 %","46.9 %","17.8 %","6.75","6.08","5.12","-0.5","1751"
"2002","Takahito Nomura","Brewers","0","0","0","21","0","13.2","5.93","11.85","1.32",".225","60.3 %","35.7 %","10.5 %","8.56","7.94","7.96","-0.5","699"
"2008","Keith Foulke","Athletics","0","3","1","31","0","31.0","6.68","3.77","2.03",".236","87.0 %","30.9 %","14.0 %","4.06","5.94","5.13","-0.5","231"
"2006","Dewon Brazelton","Padres","0","2","0","9","2","18.0","4.50","4.50","3.00",".328","42.0 %","37.5 %","20.7 %","12.00","7.98","5.91","-0.5","1195"
